year,location,Soil,cultivar,sowing date,sowing configuration,esw,gsr,nheat,nheat2,Maturity Date,yield,nfrost,multiplier,frost yield,crop,crop price
1973,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,162.8,244.2,6,0,,6642.5,,0.92,6642.5,Sorghum,240
1974,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,189,690.9,0,0,,5999.7,,1,5999.7,Sorghum,240
1975,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,166.7,417.7,0,0,,6726.6,,1,6726.6,Sorghum,240
1976,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,254,576.5,0,0,,5399,,0.997,5399,Sorghum,240
1977,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,253.6,333.1,5,0,,5357.9,,0.998,5357.9,Sorghum,240
1978,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,163.8,424.8,0,0,,7693.5,,0.986,7693.5,Sorghum,240
1979,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,169.8,189,0,0,,6054.8,,0.895,6054.8,Sorghum,240
1980,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,142.3,331.3,5,0,,6736.9,,0.891,6736.9,Sorghum,240
1981,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,117.3,304.7,5,1,,6615.1,,1,6615.1,Sorghum,240
1982,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,154.1,219.6,4,3,,4732.5,,0.952,4732.5,Sorghum,240
1983,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,116.5,247.2,1,0,,2259.5,,0.857,2259.5,Sorghum,240
1984,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,133.5,305.9,0,0,,7307.2,,0.998,7307.2,Sorghum,240
1985,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,132.9,316.9,4,0,,5098.3,,0.94,5098.3,Sorghum,240
1986,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,151,330.7,3,0,,7899.1,,0.998,7899.1,Sorghum,240
1987,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,100,135.6,3,0,,3553,,0.962,3553,Sorghum,240
1988,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,174.9,308.7,5,2,,5787,,0.886,5787,Sorghum,240
1989,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,270.3,445.3,3,2,,8075.2,,1,8075.2,Sorghum,240
1990,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,102.2,109.6,5,4,,2610.7,,0.924,2610.7,Sorghum,240
1991,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,170.5,532.8,0,0,,5699.1,,0.987,5699.1,Sorghum,240
1992,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,102.3,324.5,6,0,,5911.4,,0.889,5911.4,Sorghum,240
1993,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,90,108.9,6,1,,1085,,1,1085,Sorghum,240
1994,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,239.7,378.4,1,0,,1830,,0.91,1830,Sorghum,240
1995,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,103.3,205,5,4,,5212.2,,0.972,5212.2,Sorghum,240
1996,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,104.8,250.4,5,5,,5262.6,,1,5262.6,Sorghum,240
1997,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,109.7,206.2,5,0,,5204.2,,0.955,5204.2,Sorghum,240
1998,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,102.7,236.8,6,4,,5493.8,,1,5493.8,Sorghum,240
1999,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,304.5,635.2,5,2,,7100.3,,1,7100.3,Sorghum,240
2000,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,165.6,194.9,6,0,,5886.1,,0.999,5886.1,Sorghum,240
2001,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,176.5,236.4,4,1,,5723.8,,0.988,5723.8,Sorghum,240
2002,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,104.2,173.3,6,5,,2319.8,,0.802,2319.8,Sorghum,240
2003,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,175.3,299.9,1,0,,5194.4,,0.952,5194.4,Sorghum,240
2004,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,112.2,333.7,6,4,,6778.5,,0.921,6778.5,Sorghum,240
2005,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,129.7,366.6,6,3,,6736.6,,0.91,6736.6,Sorghum,240
2006,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,112.9,89,5,0,,608.5,,0.955,608.5,Sorghum,240
2007,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,91.2,292.6,2,0,,5001.5,,0.975,5001.5,Sorghum,240
2008,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,287.4,569.7,3,0,,6357.3,,0.997,6357.3,Sorghum,240
2009,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,212.9,386.8,0,0,,6760.5,,0.989,6760.5,Sorghum,240
2010,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,301.1,522.8,4,0,,6998.5,,1,6998.5,Sorghum,240
2011,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,168.1,711,3,0,,6559.5,,1,6559.5,Sorghum,240
2012,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,149.9,297.3,2,0,,6957.1,,0.918,6957.1,Sorghum,240
2013,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,237.1,664.5,4,0,,5334,,0.687,5334,Sorghum,240
2014,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,111.6,220.4,0,0,,6987.4,,0.98,6987.4,Sorghum,240
2015,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,164,401.7,2,0,,7946.9,,1,7946.9,Sorghum,240
2016,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,116.3,220,6,2,,6561.9,,0.927,6561.9,Sorghum,240
2017,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,121.3,307.7,6,4,,5522.7,,0.925,5522.7,Sorghum,240
1958,"Biniguy, NSW",Black Vertosol,Medium,335,solid,96.9,275.3,1,0,,1150.7,,0.848,1150.7,Sorghum,240
1959,"Biniguy, NSW",Black Vertosol,Medium,335,solid,53.3,435.5,2,0,,7111,,1,7111,Sorghum,240
1960,"Biniguy, NSW",Black Vertosol,Medium,335,solid,21.5,261.6,5,4,,1727.1,,1,1727.1,Sorghum,240
1961,"Biniguy, NSW",Black Vertosol,Medium,336,solid,62.3,283.6,4,1,,3694.4,,0.972,3694.4,Sorghum,240
1962,"Biniguy, NSW",Black Vertosol,Medium,335,solid,88.9,380.8,1,0,,4730,,1,4730,Sorghum,240
1963,"Biniguy, NSW",Black Vertosol,Medium,335,solid,31.6,247,5,3,,1938.5,,1,1938.5,Sorghum,240
1964,"Biniguy, NSW",Black Vertosol,Medium,335,solid,24.1,358.9,4,0,,2367.1,,1,2367.1,Sorghum,240
1965,"Biniguy, NSW",Black Vertosol,Medium,336,solid,20.4,118.4,3,0,,722.6,,0.926,722.6,Sorghum,240
1966,"Biniguy, NSW",Black Vertosol,Medium,335,solid,25.1,250.9,5,2,,1592.7,,0.845,1592.7,Sorghum,240
1967,"Biniguy, NSW",Black Vertosol,Medium,335,solid,74.4,235.8,5,3,,1999.9,,0.699,1999.9,Sorghum,240
1968,"Biniguy, NSW",Black Vertosol,Medium,335,solid,42.9,246.7,4,1,,3212.6,,1,3212.6,Sorghum,240
1969,"Biniguy, NSW",Black Vertosol,Medium,336,solid,38.6,215.5,6,5,,953.9,,0.903,953.9,Sorghum,240
1970,"Biniguy, NSW",Black Vertosol,Medium,335,solid,25.2,229.6,5,0,,3043.8,,0.922,3043.8,Sorghum,240
1971,"Biniguy, NSW",Black Vertosol,Medium,335,solid,33.9,633.2,0,0,,6185.1,,1,6185.1,Sorghum,240
1972,"Biniguy, NSW",Black Vertosol,Medium,335,solid,21.6,192.7,0,0,,2055.6,,1,2055.6,Sorghum,240
1973,"Biniguy, NSW",Black Vertosol,Medium,336,solid,24.1,212,5,2,,3061,,1,3061,Sorghum,240
1974,"Biniguy, NSW",Black Vertosol,Medium,335,solid,23.6,348,6,1,,2092.3,,1,2092.3,Sorghum,240
1975,"Biniguy, NSW",Black Vertosol,Medium,335,solid,129.3,439.8,0,0,,1217.6,,0.869,1217.6,Sorghum,240
1976,"Biniguy, NSW",Black Vertosol,Medium,335,solid,45.4,521.9,0,0,,7146.8,,0.989,7146.8,Sorghum,240
1977,"Biniguy, NSW",Black Vertosol,Medium,336,solid,108.2,357,2,0,,2960.8,,0.912,2960.8,Sorghum,240
1978,"Biniguy, NSW",Black Vertosol,Medium,335,solid,29.9,281.6,0,0,,5066.8,,0.962,5066.8,Sorghum,240
1979,"Biniguy, NSW",Black Vertosol,Medium,335,solid,26,184.1,0,0,,2110.8,,0.719,2110.8,Sorghum,240
1980,"Biniguy, NSW",Black Vertosol,Medium,335,solid,21,108.1,3,0,,1538.2,,0.738,1538.2,Sorghum,240
1981,"Biniguy, NSW",Black Vertosol,Medium,336,solid,21.8,207.3,5,4,,1649.2,,0.925,1649.2,Sorghum,240
1982,"Biniguy, NSW",Black Vertosol,Medium,335,solid,125.7,381.2,4,0,,3580.5,,0.953,3580.5,Sorghum,240
1983,"Biniguy, NSW",Black Vertosol,Medium,335,solid,43,170.9,5,0,,3083.7,,0.963,3083.7,Sorghum,240
1984,"Biniguy, NSW",Black Vertosol,Medium,335,solid,42,349.8,2,0,,7148.7,,1,7148.7,Sorghum,240
1985,"Biniguy, NSW",Black Vertosol,Medium,336,solid,21.4,135.5,3,0,,1129.1,,0.931,1129.1,Sorghum,240
1986,"Biniguy, NSW",Black Vertosol,Medium,335,solid,20.8,188.5,5,2,,970.7,,0.926,970.7,Sorghum,240
1987,"Biniguy, NSW",Black Vertosol,Medium,335,solid,35.6,189.4,5,0,,1282.9,,0.817,1282.9,Sorghum,240
1988,"Biniguy, NSW",Black Vertosol,Medium,335,solid,23.1,268.6,0,0,,3995.7,,0.914,3995.7,Sorghum,240
1989,"Biniguy, NSW",Black Vertosol,Medium,336,solid,27.7,137.4,1,0,,1613.8,,0.973,1613.8,Sorghum,240
1990,"Biniguy, NSW",Black Vertosol,Medium,335,solid,21.4,131.4,1,0,,2258.9,,1,2258.9,Sorghum,240
1991,"Biniguy, NSW",Black Vertosol,Medium,335,solid,26.8,298.2,2,0,,2193.9,,0.988,2193.9,Sorghum,240
1992,"Biniguy, NSW",Black Vertosol,Medium,335,solid,24.3,283,2,0,,4061.8,,0.962,4061.8,Sorghum,240
1993,"Biniguy, NSW",Black Vertosol,Medium,336,solid,22.6,205.4,0,0,,897.6,,0.833,897.6,Sorghum,240
1994,"Biniguy, NSW",Black Vertosol,Medium,335,solid,44.6,238.3,1,0,,3361.6,,0.949,3361.6,Sorghum,240
1995,"Biniguy, NSW",Black Vertosol,Medium,335,solid,28.8,281.9,0,0,,3782.4,,0.997,3782.4,Sorghum,240
1996,"Biniguy, NSW",Black Vertosol,Medium,335,solid,23.9,291.9,3,0,,4575.9,,1,4575.9,Sorghum,240
1997,"Biniguy, NSW",Black Vertosol,Medium,336,solid,43.3,388.9,2,1,,5578,,0.989,5578,Sorghum,240
1998,"Biniguy, NSW",Black Vertosol,Medium,335,solid,26.3,257.6,5,5,,2014.8,,0.913,2014.8,Sorghum,240
1999,"Biniguy, NSW",Black Vertosol,Medium,335,solid,68.4,298.9,1,0,,4276.7,,0.993,4276.7,Sorghum,240
2000,"Biniguy, NSW",Black Vertosol,Medium,335,solid,92.4,226.9,6,0,,1962.7,,0.868,1962.7,Sorghum,240
2001,"Biniguy, NSW",Black Vertosol,Medium,336,solid,47.2,378.7,4,0,,3116.3,,0.78,3116.3,Sorghum,240
2002,"Biniguy, NSW",Black Vertosol,Medium,335,solid,21.5,114.3,3,1,,1332.4,,0.958,1332.4,Sorghum,240
2003,"Biniguy, NSW",Black Vertosol,Medium,335,solid,128.7,342.7,0,0,,1025.2,,0.752,1025.2,Sorghum,240
2004,"Biniguy, NSW",Black Vertosol,Medium,335,solid,66.7,424.4,2,0,,3535.2,,0.999,3535.2,Sorghum,240
2005,"Biniguy, NSW",Black Vertosol,Medium,336,solid,21.4,290.5,3,2,,1309.5,,0.842,1309.5,Sorghum,240
2006,"Biniguy, NSW",Black Vertosol,Medium,335,solid,28.3,304.9,3,1,,4398.4,,0.914,4398.4,Sorghum,240
2007,"Biniguy, NSW",Black Vertosol,Medium,335,solid,37.5,190.9,5,4,,2070.1,,0.832,2070.1,Sorghum,240
2008,"Biniguy, NSW",Black Vertosol,Medium,335,solid,32.2,363.6,0,0,,6414.1,,0.979,6414.1,Sorghum,240
2009,"Biniguy, NSW",Black Vertosol,Medium,336,solid,41.5,314.2,6,2,,5092,,0.949,5092,Sorghum,240
2010,"Biniguy, NSW",Black Vertosol,Medium,335,solid,38.1,272.8,1,0,,2960.3,,0.965,2960.3,Sorghum,240
2011,"Biniguy, NSW",Black Vertosol,Medium,335,solid,50.2,239.9,4,3,,2327.6,,0.981,2327.6,Sorghum,240
2012,"Biniguy, NSW",Black Vertosol,Medium,335,solid,28.6,519.2,0,0,,5936.5,,1,5936.5,Sorghum,240
2013,"Biniguy, NSW",Black Vertosol,Medium,336,solid,48.2,405.4,1,0,,4611.1,,0.85,4611.1,Sorghum,240
2014,"Biniguy, NSW",Black Vertosol,Medium,335,solid,26.2,108.8,5,4,,1411.4,,0.721,1411.4,Sorghum,240
2015,"Biniguy, NSW",Black Vertosol,Medium,335,solid,50.6,335.6,4,1,,2408,,0.96,2408,Sorghum,240
2016,"Biniguy, NSW",Black Vertosol,Medium,335,solid,23.9,196,4,0,,2989.2,,0.818,2989.2,Sorghum,240
2017,"Biniguy, NSW",Black Vertosol,Medium,336,solid,73.1,224.2,6,6,,1130.1,,0.567,1130.1,Sorghum,240
1958,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,86.2,209,3,1,,1598.1,,0.753,1598.1,Sorghum,240
1959,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,98.8,400.7,3,0,,8948.5,,1,8948.5,Sorghum,240
1960,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,96.3,246.2,5,3,,4458.6,,1,4458.6,Sorghum,240
1961,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,124.5,328.9,3,0,,7163.1,,0.975,7163.1,Sorghum,240
1962,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,181.4,452.8,2,0,,7843.3,,1,7843.3,Sorghum,240
1963,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,100.8,211.1,4,3,,4586.1,,1,4586.1,Sorghum,240
1964,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,108.8,400.2,4,0,,5570.7,,1,5570.7,Sorghum,240
1965,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,89.9,115.2,4,1,,1876.9,,0.926,1876.9,Sorghum,240
1966,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,104.8,274.9,2,0,,1355.3,,0.901,1355.3,Sorghum,240
1967,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,119.7,193.7,5,2,,3031.1,,0.711,3031.1,Sorghum,240
1968,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,83.4,262,3,1,,3948.1,,0.987,3948.1,Sorghum,240
1969,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,93,282.9,3,0,,2977.8,,0.871,2977.8,Sorghum,240
1970,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,93.5,251.3,5,0,,5038.8,,0.947,5038.8,Sorghum,240
1971,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,142.8,665.4,0,0,,7988.9,,1,7988.9,Sorghum,240
1972,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,93.1,208.4,0,0,,4681.1,,1,4681.1,Sorghum,240
1973,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,92.6,292.8,6,3,,5970.4,,1,5970.4,Sorghum,240
1974,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,97.7,390.5,5,1,,5128.2,,1,5128.2,Sorghum,240
1975,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,312,471.1,1,0,,2508.8,,0.868,2508.8,Sorghum,240
1976,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,199,523.8,0,0,,8524.1,,0.989,8524.1,Sorghum,240
1977,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,179,396,3,0,,7249.9,,0.914,7249.9,Sorghum,240
1978,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,113.1,282.4,0,0,,7519.3,,0.967,7519.3,Sorghum,240
1979,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,109.2,208.9,0,0,,3793.3,,0.72,3793.3,Sorghum,240
1980,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,86.3,126.7,4,0,,2414.6,,0.715,2414.6,Sorghum,240
1981,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,81.5,158.2,0,0,,0,,0.888,0,Sorghum,240
1982,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,223.8,332.2,5,2,,2955.5,,0.927,2955.5,Sorghum,240
1983,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,80.1,158.4,5,0,,1318.3,,0.965,1318.3,Sorghum,240
1984,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,113.7,353,0,0,,8900.6,,1,8900.6,Sorghum,240
1985,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,90.5,71.2,3,0,,2636.3,,0.923,2636.3,Sorghum,240
1986,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,83.5,80.9,1,0,,1012.2,,0.939,1012.2,Sorghum,240
1987,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,98.5,205.2,2,0,,1895.4,,0.826,1895.4,Sorghum,240
1988,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,78.9,228.6,0,0,,2577.5,,0.93,2577.5,Sorghum,240
1989,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,85.6,157.9,2,0,,3931.3,,0.974,3931.3,Sorghum,240
1990,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,90.2,97.5,2,0,,3462.8,,1,3462.8,Sorghum,240
1991,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,89.2,241.1,3,1,,5652.9,,0.964,5652.9,Sorghum,240
1992,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,83.1,219.9,1,0,,4090.2,,0.951,4090.2,Sorghum,240
1993,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,79.4,143.6,0,0,,0,,0.939,0,Sorghum,240
1994,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,79.9,192.9,0,0,,0,,1,0,Sorghum,240
1995,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,77.1,228,1,0,,1288.6,,0.997,1288.6,Sorghum,240
1996,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,95.4,297.9,2,1,,6606.8,,0.998,6606.8,Sorghum,240
1997,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,112.4,416.1,3,1,,8203.5,,0.988,8203.5,Sorghum,240
1998,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,85.7,261.8,5,4,,3168.9,,0.892,3168.9,Sorghum,240
1999,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,120.6,297.7,2,0,,7463.2,,0.966,7463.2,Sorghum,240
2000,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,160.7,247.4,5,0,,4167.5,,0.866,4167.5,Sorghum,240
2001,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,115.1,370.4,5,0,,6016.6,,0.751,6016.6,Sorghum,240
2002,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,88.7,155.8,3,0,,3800.8,,0.963,3800.8,Sorghum,240
2003,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,215.9,401.3,0,0,,1809.9,,0.845,1809.9,Sorghum,240
2004,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,135.4,410,2,0,,7294.5,,0.998,7294.5,Sorghum,240
2005,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,91.3,331.4,3,2,,3168.9,,0.836,3168.9,Sorghum,240
2006,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,98,292.2,5,2,,6394.3,,0.931,6394.3,Sorghum,240
2007,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,85.8,203.3,4,0,,2522.1,,0.797,2522.1,Sorghum,240
2008,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,88.2,391,0,0,,7286.9,,0.974,7286.9,Sorghum,240
2009,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,88.6,309.3,5,4,,6445.5,,0.949,6445.5,Sorghum,240
2010,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,77.1,267.8,2,0,,2003,,0.736,2003,Sorghum,240
2011,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,110.4,256.4,4,1,,4360,,0.931,4360,Sorghum,240
2012,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,115.9,583.7,0,0,,8475.2,,1,8475.2,Sorghum,240
2013,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,111.9,408,0,0,,5718.4,,0.572,5718.4,Sorghum,240
2014,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,133.6,203.4,2,0,,1769,,0.774,1769,Sorghum,240
2015,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,113.2,300.8,1,0,,2761.3,,0.981,2761.3,Sorghum,240
2016,"Terry Hie Hie, NSW",Grey Vertosol,Medium,335,solid,90.2,217.6,2,0,,4218.3,,0.821,4218.3,Sorghum,240
2017,"Terry Hie Hie, NSW",Grey Vertosol,Medium,336,solid,148,205,6,6,,2306.1,,0.498,2306.1,Sorghum,240
1958,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,43.5,191.3,3,0,,2823.4,,0.749,2823.4,Sorghum,240
1959,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,75.3,472.9,3,2,,7815.7,,0.992,7815.7,Sorghum,240
1960,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,63.4,219.5,6,5,,1372.4,,0.998,1372.4,Sorghum,240
1961,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,74,199.4,0,0,,2263.1,,0.879,2263.1,Sorghum,240
1962,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,144.5,497.3,2,0,,7672,,1,7672,Sorghum,240
1963,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,137.5,283.3,4,2,,6336.7,,1,6336.7,Sorghum,240
1964,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,111.9,350,0,0,,4996,,1,4996,Sorghum,240
1965,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,104.2,87.5,3,0,,2185,,0.897,2185,Sorghum,240
1966,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,97.3,160.3,0,0,,0,,0.773,0,Sorghum,240
1967,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,154.8,229.5,6,5,,3092.3,,0.668,3092.3,Sorghum,240
1968,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,101.9,292.4,4,2,,5229.1,,0.993,5229.1,Sorghum,240
1969,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,147.4,291.6,0,0,,1090.6,,0.598,1090.6,Sorghum,240
1970,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,106.1,217.3,6,1,,4077.8,,0.964,4077.8,Sorghum,240
1971,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,141.9,468.8,0,0,,8112.7,,1,8112.7,Sorghum,240
1972,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,103.7,209.4,0,0,,4432.9,,1,4432.9,Sorghum,240
1973,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,107,294.6,4,2,,5300.4,,1,5300.4,Sorghum,240
1974,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,115.6,418.7,4,0,,5801.3,,1,5801.3,Sorghum,240
1975,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,247.6,389.2,2,0,,3664.5,,0.804,3664.5,Sorghum,240
1976,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,184.7,376.6,0,0,,8511.9,,0.969,8511.9,Sorghum,240
1977,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,217.1,480.6,2,0,,7906.9,,0.854,7906.9,Sorghum,240
1978,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,118.4,272.2,1,0,,6833.7,,0.978,6833.7,Sorghum,240
1979,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,116.2,197.8,3,0,,4242.7,,0.734,4242.7,Sorghum,240
1980,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,98,124.6,2,0,,1231,,0.713,1231,Sorghum,240
1981,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,94.5,162.8,1,0,,1302.9,,0.755,1302.9,Sorghum,240
1982,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,166.4,278,5,1,,4200.5,,0.842,4200.5,Sorghum,240
1983,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,99.7,223.7,6,4,,1483.4,,0.926,1483.4,Sorghum,240
1984,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,140.9,390.5,3,0,,9169.9,,1,9169.9,Sorghum,240
1985,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,103.8,98,3,0,,2577.4,,0.819,2577.4,Sorghum,240
1986,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,97.3,149.5,0,0,,0,,0.887,0,Sorghum,240
1987,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,125.7,223.9,3,0,,1349.8,,0.738,1349.8,Sorghum,240
1988,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,98.1,264.6,1,0,,5085.4,,0.845,5085.4,Sorghum,240
1989,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,105.7,165.3,1,0,,2913.2,,0.984,2913.2,Sorghum,240
1990,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,112,209.6,2,1,,5925.9,,0.975,5925.9,Sorghum,240
1991,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,108.9,179.7,4,3,,4806.4,,0.835,4806.4,Sorghum,240
1992,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,108.3,260.5,2,0,,5194.4,,0.864,5194.4,Sorghum,240
1993,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,97.6,132.4,0,0,,0,,0.628,0,Sorghum,240
1994,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,111.5,195.5,3,2,,5099.9,,0.914,5099.9,Sorghum,240
1995,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,99.1,286.5,0,0,,966.3,,0.973,966.3,Sorghum,240
1996,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,98.9,255.7,2,2,,4545.1,,0.957,4545.1,Sorghum,240
1997,"Myall Vale, NSW",Grey Vertosol,Medium,336,solid,120.6,520.9,4,1,,7624.4,,0.973,7624.4,Sorghum,240
1998,"Myall Vale, NSW",Grey Vertosol,Medium,335,solid,96.9,297,1,0,,3479,,0.799,3479,Sorghum,240
